,Event,Site,Date,Round,Time Control,Time,Color,Opening move,Opponent,Opponent location,Current Rank,Opponent Rank,Result,Reason,Hour,Previously played that day
840,Live Chess,Chess.com,2018.11.27,-,300+5,18:29:18,Black,e4,Poppopit,United States,846,911,Lost,Checkmate,18,11
841,Live Chess,Chess.com,2018.11.27,-,300+5,18:41:57,White,d4,kopesov,Kazakhstan,852,764,Won,Resignation,18,12
842,Live Chess,Chess.com,2018.11.27,-,300+5,18:59:07,Black,d4,lobo88,Argentina,846,937,Lost,Resignation,18,13
843,Live Chess,Chess.com,2018.11.27,-,300+5,20:08:51,Black,e4,jfrimann,Norway,839,912,Lost,Resignation,20,14
844,Live Chess,Chess.com,2018.11.27,-,300+5,21:30:48,Black,e4,ludmilabas,Ukraine,846,782,Won,Checkmate,21,15
845,Live Chess,Chess.com,2018.11.28,-,300+5,00:52:23,White,d4,stevvi,Russia,839,894,Lost,Resignation,0,16
846,Live Chess,Chess.com,2018.11.28,-,300+5,01:56:28,White,d4,ThommyChess,Norway,834,978,Lost,Resignation,1,17
847,Live Chess,Chess.com,2018.11.28,-,300+5,02:22:20,Black,e3,kikk0,Norway,826,857,Lost,Resignation,2,18
848,Live Chess,Chess.com,2018.11.28,-,300+5,03:21:31,White,d4,eslameisaa,Kuwait,817,784,Lost,Resignation,3,19
849,Live Chess,Chess.com,2018.11.28,-,300+5,04:07:04,Black,e4,TJValeska,Mexico,825,825,Won,Resignation,4,0
850,Live Chess,Chess.com,2018.11.28,-,300+5,04:10:09,Black,e4,jrdepew12,United States,817,826,Lost,Resignation,4,1
851,Live Chess,Chess.com,2018.11.28,-,300+5,14:22:10,White,d4,anmol9711,India,810,880,Lost,Resignation,14,2
852,Live Chess,Chess.com,2018.11.28,-,300+5,14:53:25,White,d4,andiehill,Norway,818,805,Won,Checkmate,14,3
853,Live Chess,Chess.com,2018.11.28,-,300+5,21:59:21,Black,c4,g12tcci,Russia,824,703,Won,Resignation,21,4
854,Live Chess,Chess.com,2018.11.28,-,300+5,22:58:30,Black,d4,HosamMesallum,United Kingdom,815,785,Lost,Resignation,22,5
855,Live Chess,Chess.com,2018.11.28,-,300+5,23:28:35,Black,e4,janmsjr,Slovakia,810,962,Lost,Checkmate,23,6
856,Live Chess,Chess.com,2018.11.29,-,300+5,00:06:55,White,d4,SolKey,Syria,818,785,Won,Resignation,0,7
857,Live Chess,Chess.com,2018.11.29,-,300+5,01:04:17,White,d4,Ereager,United States,807,716,Lost,Checkmate,1,8
858,Live Chess,Chess.com,2018.11.29,-,300+5,01:40:40,White,d4,melomcr,United States,799,824,Lost,Resignation,1,9
859,Live Chess,Chess.com,2018.11.29,-,300+5,13:21:27,White,d4,teksas1616,United States,792,832,Lost,Resignation,13,0
860,Live Chess,Chess.com,2018.11.29,-,300+5,14:28:45,White,d4,Pkpreetam1982,India,800,800,Won,Resignation,14,1
861,Live Chess,Chess.com,2018.11.29,-,300+5,14:34:10,Black,d4,Pkpreetam1982,India,792,809,Lost,Checkmate,14,2
862,Live Chess,Chess.com,2018.11.29,-,300+5,14:43:04,White,d4,n_jeffrey,United Kingdom,785,823,Lost,Resignation,14,3
863,Live Chess,Chess.com,2018.11.29,-,300+5,15:13:54,Black,e4,youslib,Libya,774,658,Lost,Resignation,15,4
864,Live Chess,Chess.com,2018.11.29,-,300+5,18:41:40,Black,e4,KruNamNgern,United Kingdom,782,770,Won,Game abandoned,18,6
865,Live Chess,Chess.com,2018.11.29,-,300+5,18:46:26,White,d4,Plytozar,Russia,790,754,Won,Checkmate,18,7
866,Live Chess,Chess.com,2018.11.29,-,300+5,18:54:57,Black,h4,singhsurendra,India,799,816,Won,Resignation,18,8
867,Live Chess,Chess.com,2018.11.29,-,300+5,19:06:25,White,d4,nakas93,Bosnia &amp; Herzegovina,808,834,Won,Resignation,19,9
868,Live Chess,Chess.com,2018.11.29,-,300+5,19:25:19,Black,e4,bassemajam24,Lebanon,816,808,Won,Time,19,10
869,Live Chess,Chess.com,2018.11.29,-,300+5,19:30:04,White,d4,juergenschoener,Austria,822,708,Won,Resignation,19,11
870,Live Chess,Chess.com,2018.11.29,-,300+5,19:43:01,White,d4,alriga,Norway,828,726,Won,Resignation,19,12
871,Live Chess,Chess.com,2018.11.29,-,300+5,19:54:07,Black,d4,ballantine40,Spain,837,851,Won,Time,19,13
872,Live Chess,Chess.com,2018.11.29,-,300+5,20:09:52,White,d4,PWdowiak,Poland,846,865,Won,Resignation,20,14
873,Live Chess,Chess.com,2018.11.29,-,300+5,20:21:17,Black,e4,Michielwin,Belgium,853,789,Won,Resignation,20,15
874,Live Chess,Chess.com,2018.11.29,-,300+5,20:36:06,Black,e4,LifeHealthAdvisor,United States,862,890,Won,Resignation,20,16
875,Live Chess,Chess.com,2018.11.29,-,300+5,20:53:49,Black,e4,Pecitas,Portugal,856,953,Lost,Resignation,20,17
876,Live Chess,Chess.com,2018.11.29,-,300+5,21:24:47,White,d4,FeederFan,United Kingdom,864,855,Won,Resignation,21,18
877,Live Chess,Chess.com,2018.11.29,-,300+5,21:30:46,Black,e4,Ozzern,Norway,856,857,Lost,Checkmate,21,19
878,Live Chess,Chess.com,2018.11.30,-,300+5,14:09:43,White,d4,almini,Austria,851,991,Lost,Resignation,14,0
879,Live Chess,Chess.com,2018.11.30,-,300+5,15:06:46,Black,e4,jotssaini,United Arab Emirates,845,957,Lost,Resignation,15,1
880,Live Chess,Chess.com,2018.11.30,-,300+5,15:12:46,Black,e4,MurCaki,Turkey,837,845,Lost,Resignation,15,2
881,Live Chess,Chess.com,2018.12.01,-,300+5,19:06:29,White,d4,AfajalpurkarVA,India,843,736,Won,Checkmate,19,0
882,Live Chess,Chess.com,2018.12.01,-,300+5,20:12:21,White,d4,Iluvturbos,United States,834,820,Lost,Resignation,20,1
883,Live Chess,Chess.com,2018.12.02,-,300+5,15:11:49,White,d4,omar_eldesoky,Egypt,827,881,Lost,Resignation,15,0
884,Live Chess,Chess.com,2018.12.02,-,300+5,15:28:23,Black,Nf3,hushsh,Palestine,821,934,Lost,Resignation,15,1
885,Live Chess,Chess.com,2018.12.03,-,300+5,12:02:04,White,d4,Vincentvdbasch,Netherlands,828,748,Won,Resignation,12,0
886,Live Chess,Chess.com,2018.12.03,-,300+5,12:10:41,Black,Nf3,Tykeit,Australia,836,819,Won,Resignation,12,1
887,Live Chess,Chess.com,2018.12.03,-,300+5,16:01:28,White,d4,targaryean,United Kingdom,830,909,Lost,Resignation,16,2
888,Live Chess,Chess.com,2018.12.03,-,300+5,16:11:53,Black,e4,KKrishnaG,India,837,799,Won,Game abandoned,16,3
889,Live Chess,Chess.com,2018.12.03,-,300+5,16:27:00,Black,g3,alexwingard,United Kingdom,844,778,Won,Checkmate,16,4
890,Live Chess,Chess.com,2018.12.03,-,300+5,16:38:14,Black,e4,lundskii,Norway,853,883,Won,Checkmate,16,5
891,Live Chess,Chess.com,2018.12.03,-,300+5,16:43:46,White,d4,EduardoHdez03,Mexico,860,810,Won,Checkmate,16,6
892,Live Chess,Chess.com,2018.12.03,-,300+5,16:51:41,Black,e4,amir7en,Iran,867,786,Won,Time,16,7
893,Live Chess,Chess.com,2018.12.03,-,300+5,18:39:04,White,d4,yotamshtayner,Israel,862,1023,Lost,Resignation,18,8
894,Live Chess,Chess.com,2018.12.03,-,300+5,21:35:22,White,d4,jorgefrancoparedes,United States,855,909,Lost,Resignation,21,9
895,Live Chess,Chess.com,2018.12.03,-,300+5,22:10:23,Black,e4,zl84,United States,845,768,Lost,Checkmate,22,10
896,Live Chess,Chess.com,2018.12.03,-,300+5,22:21:05,White,d4,zl84,United States,851,762,Won,Time,22,11
897,Live Chess,Chess.com,2018.12.03,-,300+5,22:27:41,White,d4,pasingonen,Turkey,845,926,Lost,Checkmate,22,12
898,Live Chess,Chess.com,2018.12.04,-,300+5,05:32:59,Black,d4,vinayar12,United States,836,807,Lost,Resignation,5,0
899,Live Chess,Chess.com,2018.12.04,-,300+5,06:13:55,Black,e4,sunnysuri94,United Kingdom,843,795,Won,Resignation,6,1
900,Live Chess,Chess.com,2018.12.04,-,300+5,06:17:47,Black,e4,dontrump69,United States,837,942,Lost,Resignation,6,2
901,Live Chess,Chess.com,2018.12.04,-,300+5,14:23:12,White,d4,pravinparthipan,Norway,841,617,Won,Checkmate,14,3
902,Live Chess,Chess.com,2018.12.04,-,300+5,15:10:15,White,d4,Uniyal63,India,848,811,Won,Resignation,15,4
903,Live Chess,Chess.com,2018.12.04,-,300+5,15:24:31,White,d4,EndofDays79,Syria,855,800,Won,Time,15,5
904,Live Chess,Chess.com,2018.12.05,-,300+5,00:56:59,Black,d4,Bekalu82,United States,862,811,Won,Resignation,0,6
905,Live Chess,Chess.com,2018.12.05,-,300+5,01:08:58,White,d4,miztyo,Germany,869,814,Won,Time,1,7
906,Live Chess,Chess.com,2018.12.05,-,300+5,01:25:43,Black,e4,miztyo,Germany,860,823,Lost,Resignation,1,8
907,Live Chess,Chess.com,2018.12.05,-,300+5,01:56:52,Black,d4,Andensomgaar,Norway,868,854,Won,Time,1,9
908,Live Chess,Chess.com,2018.12.05,-,300+5,04:06:24,White,d4,Iplayedinelementary,United States,879,988,Won,Game abandoned,4,0
909,Live Chess,Chess.com,2018.12.05,-,300+5,04:15:14,Black,e4,brotherly,United States,870,831,Lost,Resignation,4,1
910,Live Chess,Chess.com,2018.12.05,-,300+5,05:30:08,White,d4,alexanderabarcaortiz,Chile,861,833,Lost,Checkmate,5,2
911,Live Chess,Chess.com,2018.12.05,-,300+5,17:01:04,Black,e4,mvl0,United Kingdom,851,786,Lost,Resignation,17,3
912,Live Chess,Chess.com,2018.12.05,-,300+5,19:11:39,Black,e4,edm_1,Ukraine,845,924,Lost,Checkmate,19,4
913,Live Chess,Chess.com,2018.12.05,-,300+5,21:40:46,White,d4,karema-j,United States,838,893,Lost,Resignation,21,5
914,Live Chess,Chess.com,2018.12.05,-,300+5,21:56:45,White,d4,Goggen08,Norway,833,989,Lost,Resignation,21,6
915,Live Chess,Chess.com,2018.12.05,-,300+5,22:14:02,White,d4,galust44,Russia,842,852,Won,Resignation,22,7
916,Live Chess,Chess.com,2018.12.05,-,300+5,22:29:36,White,d4,La_liche,France,850,855,Won,Resignation,22,8
917,Live Chess,Chess.com,2018.12.06,-,300+5,03:17:46,White,d4,Redgatefarm,United States,859,902,Won,Resignation,3,9
918,Live Chess,Chess.com,2018.12.06,-,300+5,03:32:00,Black,e4,thiuacotatagiba,Brazil,850,863,Lost,Resignation,3,10
919,Live Chess,Chess.com,2018.12.06,-,300+5,03:34:07,Black,d4,Chewbacca9090,United States,841,822,Lost,Resignation,3,11
920,Live Chess,Chess.com,2018.12.06,-,300+5,03:56:26,Black,e4,FreydisPL,Poland,834,899,Lost,Resignation,3,12
921,Live Chess,Chess.com,2018.12.06,-,300+5,04:08:56,Black,Nf3,Uniyal63,India,842,846,Won,Resignation,4,0
922,Live Chess,Chess.com,2018.12.06,-,300+5,04:23:25,Black,e4,hungrymonkey27,United States,835,843,Lost,Resignation,4,2
923,Live Chess,Chess.com,2018.12.06,-,300+5,14:17:22,White,d4,petemavros,Greece,842,776,Won,Time,14,3
924,Live Chess,Chess.com,2018.12.06,-,300+5,15:05:37,White,d4,yogidogi,Ecuador,835,880,Lost,Checkmate,15,4
925,Live Chess,Chess.com,2018.12.06,-,300+5,15:50:56,White,d4,richieretku,Finland,840,730,Won,Checkmate,15,6
926,Live Chess,Chess.com,2018.12.08,-,300+5,01:20:33,White,d4,the-napzapper,Denmark,851,970,Won,Resignation,1,7
927,Live Chess,Chess.com,2018.12.08,-,300+5,01:34:21,White,d4,kirnowski,International,844,906,Lost,Checkmate,1,8
928,Live Chess,Chess.com,2018.12.08,-,300+5,12:15:31,Black,e4,panagdu,United Kingdom,835,806,Lost,Checkmate,12,0
929,Live Chess,Chess.com,2018.12.09,-,300+5,00:38:23,Black,e4,Piaoking,Brazil,828,878,Lost,Resignation,0,1
930,Live Chess,Chess.com,2018.12.09,-,300+5,00:56:17,White,d4,demiurgos51,Turkey,836,836,Won,Resignation,0,2
931,Live Chess,Chess.com,2018.12.09,-,300+5,01:17:37,Black,e4,jongunnar89,Norway,844,809,Won,Checkmate,1,3
932,Live Chess,Chess.com,2018.12.09,-,300+5,15:06:49,Black,e4,heitzen,Norway,835,823,Lost,Checkmate,15,0
933,Live Chess,Chess.com,2018.12.09,-,300+5,17:08:33,White,d4,Deemx,Saudi Arabia,827,845,Lost,Resignation,17,1
934,Live Chess,Chess.com,2018.12.09,-,300+5,17:14:13,White,d4,ArdaErcan2006,Turkey,836,842,Won,Resignation,17,2
935,Live Chess,Chess.com,2018.12.09,-,300+5,17:30:23,Black,e4,jdoughty1,United States,843,801,Won,Resignation,17,3
936,Live Chess,Chess.com,2018.12.09,-,300+5,21:07:45,White,d4,hamdy20,Egypt,836,902,Lost,Resignation,21,4
937,Live Chess,Chess.com,2018.12.09,-,300+5,21:22:56,Black,d4,EspenMax,Norway,842,758,Won,Checkmate,21,5
938,Live Chess,Chess.com,2018.12.09,-,300+5,22:09:14,Black,d4,federips,United States,848,746,Won,Resignation,22,6
939,Live Chess,Chess.com,2018.12.09,-,300+5,22:23:03,White,d4,alexz_dgzg,Mexico,841,912,Lost,Checkmate,22,7
940,Live Chess,Chess.com,2018.12.09,-,300+5,22:28:47,White,d4,cbeck32,United States,837,1032,Lost,Resignation,22,8
941,Live Chess,Chess.com,2018.12.10,-,300+5,03:15:08,White,d4,capturalpaso,Argentina,831,925,Lost,Resignation,3,9
942,Live Chess,Chess.com,2018.12.10,-,300+5,15:26:45,Black,e4,jean111,Australia,826,1002,Lost,Resignation,15,0
943,Live Chess,Chess.com,2018.12.10,-,300+5,19:58:55,White,d4,ChaChaSpice5223,United States,834,769,Won,Resignation,19,1
944,Live Chess,Chess.com,2018.12.10,-,300+5,20:53:57,Black,e4,mrcraciun,Romania,825,818,Lost,Resignation,20,2
945,Live Chess,Chess.com,2018.12.11,-,300+5,03:16:32,White,d4,pineapplefinance69,United Kingdom,833,822,Won,Time,3,3
946,Live Chess,Chess.com,2018.12.11,-,300+5,03:29:46,Black,e4,pihaire,France,841,831,Won,Time,3,4
947,Live Chess,Chess.com,2018.12.11,-,300+5,03:54:56,White,d4,student117,Russia,834,882,Lost,Resignation,3,5
948,Live Chess,Chess.com,2018.12.11,-,300+5,04:30:43,Black,e4,hasan51,Palestine,829,972,Lost,Resignation,4,0
949,Live Chess,Chess.com,2018.12.11,-,300+5,04:36:09,Black,d4,ActuallyStupid,United States,822,898,Lost,Resignation,4,1
950,Live Chess,Chess.com,2018.12.12,-,300+5,15:47:16,Black,e4,Grigoriy313,Russia,830,821,Won,Resignation,15,0
951,Live Chess,Chess.com,2018.12.12,-,300+5,16:08:52,White,d4,Temata,Russia,838,839,Won,Checkmate,16,1
952,Live Chess,Chess.com,2018.12.12,-,300+5,19:21:51,White,d4,Trostonator,Netherlands,828,740,Lost,Resignation,19,2
953,Live Chess,Chess.com,2018.12.14,-,300+5,19:35:08,Black,d4,anxoxi,Spain,818,764,Lost,Resignation,19,0
954,Live Chess,Chess.com,2018.12.14,-,300+5,19:47:36,White,d4,rajdem,United States,823,699,Won,Checkmate,19,1
955,Live Chess,Chess.com,2018.12.14,-,300+5,19:59:24,Black,e4,rajdem,United States,828,694,Won,Time,19,2
956,Live Chess,Chess.com,2018.12.14,-,300+5,22:23:13,White,d4,sayed12ahmad,Austria,833,686,Won,Resignation,22,3
957,Live Chess,Chess.com,2018.12.15,-,300+5,04:57:23,White,d4,oddden,Norway,839,734,Won,Resignation,4,0
958,Live Chess,Chess.com,2018.12.15,-,300+5,17:26:11,White,d4,SlimyCoconut,Czechia,845,734,Won,Game abandoned,17,1
959,Live Chess,Chess.com,2018.12.15,-,300+5,17:32:09,White,d4,korr79,United States,852,789,Won,Checkmate,17,2
960,Live Chess,Chess.com,2018.12.15,-,300+5,17:57:15,Black,d4,gerardowiedemann,Argentina,862,938,Won,Resignation,17,3
961,Live Chess,Chess.com,2018.12.15,-,300+5,18:08:50,Black,d4,MaxGanzleben,Germany,868,786,Won,Resignation,18,4
962,Live Chess,Chess.com,2018.12.15,-,300+5,18:18:27,Black,e4,richardpcarr,United Kingdom,859,843,Lost,Checkmate,18,5
963,Live Chess,Chess.com,2018.12.15,-,300+5,18:28:32,White,d4,saikat1234,Bangladesh,852,894,Lost,Resignation,18,6
964,Live Chess,Chess.com,2018.12.15,-,300+5,18:33:27,Black,e4,Xxshane26xx,United States,858,738,Won,Checkmate,18,7
965,Live Chess,Chess.com,2018.12.15,-,300+5,21:26:44,Black,e4,mnatashgaran,Netherlands,850,852,Lost,Checkmate,21,8
966,Live Chess,Chess.com,2018.12.16,-,300+5,05:39:34,White,d4,blak3p,Australia,861,980,Won,Resignation,5,0
967,Live Chess,Chess.com,2018.12.16,-,300+5,06:00:23,Black,e4,Baff-o-rama,Austria,853,854,Lost,Resignation,6,1
968,Live Chess,Chess.com,2018.12.16,-,300+5,07:18:25,White,d4,Dragneel201,India,860,827,Won,Resignation,7,3
969,Live Chess,Chess.com,2018.12.16,-,300+5,07:33:15,White,d4,pabloesquel,Argentina,869,874,Won,Game abandoned,7,4
970,Live Chess,Chess.com,2018.12.16,-,300+5,07:58:14,Black,e4,barchusba55,Mongolia,861,890,Lost,Resignation,7,5
971,Live Chess,Chess.com,2018.12.16,-,300+5,08:28:59,Black,e4,jerichobp,United States,855,949,Lost,Checkmate,8,6
972,Live Chess,Chess.com,2018.12.16,-,300+5,08:37:36,Black,e4,eldonas,Mexico,860,721,Won,Resignation,8,7
973,Live Chess,Chess.com,2018.12.16,-,300+5,08:41:44,White,d4,inayatiks,Kazakhstan,867,821,Won,Game abandoned,8,8
974,Live Chess,Chess.com,2018.12.16,-,300+5,08:56:03,Black,d4,majidporrashidi,Iran,874,815,Won,Time,8,9
975,Live Chess,Chess.com,2018.12.16,-,300+5,11:20:10,Black,d4,vagabondhealer,Malaysia,863,858,Lost,Resignation,11,11
976,Live Chess,Chess.com,2018.12.17,-,300+5,05:21:31,White,d4,neilvidyarthi,Canada,869,761,Won,Resignation,5,0
977,Live Chess,Chess.com,2018.12.17,-,300+5,05:25:38,Black,e4,abbeysharabyani,United States,861,880,Lost,Resignation,5,1
978,Live Chess,Chess.com,2018.12.17,-,300+5,11:51:42,White,d4,samsul74,Norway,866,726,Won,Resignation,11,2
979,Live Chess,Chess.com,2018.12.17,-,300+5,12:06:37,White,d4,Tazagul,Kyrgyzstan,876,933,Won,Time,12,3
980,Live Chess,Chess.com,2018.12.17,-,300+5,12:16:15,Black,e4,lilfil,Norway,882,792,Won,Checkmate,12,4
981,Live Chess,Chess.com,2018.12.17,-,300+5,12:26:20,White,d4,Godesen,Norway,871,747,Lost,Resignation,12,5
982,Live Chess,Chess.com,2018.12.17,-,300+5,12:57:56,White,d4,jens12214,Germany,881,948,Won,Resignation,12,6
983,Live Chess,Chess.com,2018.12.17,-,300+5,13:09:16,Black,e4,Romdud,France,871,799,Lost,Checkmate,13,7
984,Live Chess,Chess.com,2018.12.17,-,300+5,14:31:44,White,d4,gnagarn98,Sweden,880,899,Won,Resignation,14,8
985,Live Chess,Chess.com,2018.12.17,-,300+5,15:27:00,White,d4,abder24,France,872,902,Lost,Resignation,15,9
986,Live Chess,Chess.com,2018.12.17,-,300+5,22:05:34,Black,e4,milmarus,Macedonia,865,928,Lost,Checkmate,22,10
987,Live Chess,Chess.com,2018.12.18,-,300+5,07:43:38,Black,e4,RedbirdCraig,United States,875,954,Won,Resignation,7,0
988,Live Chess,Chess.com,2018.12.18,-,300+5,10:00:37,Black,e4,ivan99999,United States,883,884,Won,Checkmate,10,1
989,Live Chess,Chess.com,2018.12.18,-,300+5,10:06:39,White,d4,ivan99999,United States,891,876,Won,Resignation,10,2
990,Live Chess,Chess.com,2018.12.18,-,300+5,11:05:48,Black,e4,AfajalpurkarVA,India,896,742,Won,Resignation,11,3
991,Live Chess,Chess.com,2018.12.18,-,300+5,11:09:19,Black,e4,RaoMinhajRaza,Pakistan,889,942,Lost,Resignation,11,4
992,Live Chess,Chess.com,2018.12.18,-,300+5,12:09:54,White,d4,MarioNGC,Croatia,883,977,Lost,Resignation,12,5
993,Live Chess,Chess.com,2018.12.18,-,300+5,12:26:30,White,d4,KievKid,Ukraine,890,836,Won,Resignation,12,6
994,Live Chess,Chess.com,2018.12.18,-,300+5,12:36:20,Black,d4,KievKid,Ukraine,897,829,Won,Resignation,12,7
995,Live Chess,Chess.com,2018.12.18,-,300+5,12:51:21,White,d4,gkanidis1,Greece,888,850,Lost,Resignation,12,8
996,Live Chess,Chess.com,2018.12.18,-,300+5,13:45:58,White,d4,Axel_Dalberg,Norway,899,993,Won,Resignation,13,9
997,Live Chess,Chess.com,2018.12.18,-,300+5,13:56:40,Black,e4,matsrutger,Norway,891,897,Lost,Resignation,13,10
998,Live Chess,Chess.com,2018.12.18,-,300+5,23:48:52,White,d4,JakeFedorov,Poland,898,837,Won,Resignation,23,11
999,Live Chess,Chess.com,2018.12.18,-,300+5,23:58:22,Black,e4,dxdc,United States,892,977,Lost,Checkmate,23,12
1000,Live Chess,Chess.com,2018.12.19,-,300+5,00:24:21,Black,e4,MM1808,Argentina,881,769,Lost,Resignation,0,13
1001,Live Chess,Chess.com,2018.12.19,-,300+5,06:07:14,White,d4,smbrooks,United States,877,1060,Lost,Resignation,6,0
1002,Live Chess,Chess.com,2018.12.19,-,300+5,10:35:29,Black,d4,Csbtoth453,United States,870,925,Lost,Resignation,10,1
1003,Live Chess,Chess.com,2018.12.19,-,300+5,13:36:07,White,d4,shirly1,India,877,812,Won,Resignation,13,2
1004,Live Chess,Chess.com,2018.12.19,-,300+5,13:53:14,Black,d4,shirly1,India,884,805,Won,Game abandoned,13,3
1005,Live Chess,Chess.com,2018.12.19,-,300+5,13:57:45,White,d4,frusse,Russia,892,885,Won,Resignation,13,4
1006,Live Chess,Chess.com,2018.12.19,-,300+5,14:33:51,White,d4,kuroshgreat,Iran,885,963,Lost,Resignation,14,5
1007,Live Chess,Chess.com,2018.12.19,-,300+5,14:36:50,White,d4,Hp4969,India,893,856,Won,Resignation,14,6
1008,Live Chess,Chess.com,2018.12.19,-,300+5,15:40:51,White,d4,killer566,Brazil,904,1027,Won,Resignation,15,7
1009,Live Chess,Chess.com,2018.12.19,-,300+5,15:42:50,Black,e4,Peelaa,United Kingdom,896,896,Lost,Resignation,15,8
1010,Live Chess,Chess.com,2018.12.20,-,600,02:36:13,Black,e4,JuanColorado19,Spain,887,878,Lost,Checkmate,2,10
1011,Live Chess,Chess.com,2018.12.20,-,300+5,07:18:58,White,d4,thatswizardschess1,United States,894,827,Won,Resignation,7,0
1012,Live Chess,Chess.com,2018.12.20,-,300+5,09:31:39,Black,e4,Slazer635,Slovakia,887,930,Lost,Resignation,9,1
1013,Live Chess,Chess.com,2018.12.20,-,300+5,12:13:19,White,d4,deanhuang16,China,880,937,Lost,Resignation,12,2
1014,Live Chess,Chess.com,2018.12.20,-,300+5,12:26:22,Black,d4,mk111222333,Norway,889,915,Won,Resignation,12,3
1015,Live Chess,Chess.com,2018.12.20,-,300+5,14:07:32,White,d4,Hankeboss,Norway,880,870,Lost,Resignation,14,4
1016,Live Chess,Chess.com,2018.12.21,-,300+5,13:46:33,White,d4,mmesquire,Turkey,874,977,Lost,Resignation,13,0
1017,Live Chess,Chess.com,2018.12.21,-,300+5,13:54:41,Black,e4,Tlt0,Croatia,880,767,Won,Resignation,13,1
1018,Live Chess,Chess.com,2018.12.21,-,300+5,14:37:38,White,d4,chongq,Sweden,890,949,Won,Resignation,14,2
1019,Live Chess,Chess.com,2018.12.21,-,300+5,14:53:33,Black,e4,ImInferior,United Kingdom,897,850,Won,Resignation,14,3
1020,Live Chess,Chess.com,2018.12.21,-,300+5,15:19:03,White,d4,manojsolanki738,India,905,874,Won,Resignation,15,4
1021,Live Chess,Chess.com,2018.12.21,-,300+5,15:39:52,Black,e4,lasse_h,Germany,897,907,Lost,Resignation,15,5
1022,Live Chess,Chess.com,2018.12.21,-,300+5,16:13:11,Black,e4,Cinek12,Poland,903,754,Won,Checkmate,16,6
1023,Live Chess,Chess.com,2018.12.21,-,300+5,16:27:17,Black,d4,perarnewk,Norway,895,901,Lost,Resignation,16,7
1024,Live Chess,Chess.com,2018.12.21,-,300+5,16:44:40,White,d4,DanielOby,Norway,889,1008,Lost,Resignation,16,8
1025,Live Chess,Chess.com,2018.12.21,-,300+5,16:50:07,White,d4,swdekker,Netherlands,879,812,Lost,Resignation,16,9
1026,Live Chess,Chess.com,2018.12.21,-,300+5,16:53:51,White,d4,zeonlan,Belarus,869,786,Lost,Resignation,16,10
1027,Live Chess,Chess.com,2018.12.21,-,300+5,17:22:11,Black,e4,sanrocco,Italy,876,820,Won,Resignation,17,11
1028,Live Chess,Chess.com,2018.12.21,-,300+5,17:36:45,White,d4,kimmern11,Norway,885,897,Won,Checkmate,17,12
1029,Live Chess,Chess.com,2018.12.22,-,300+5,04:28:28,Black,e4,acbai3,United States,878,927,Lost,Resignation,4,0
1030,Live Chess,Chess.com,2018.12.22,-,300+5,07:17:48,White,d4,Y0rkster,United States,884,750,Won,Checkmate,7,1
1031,Live Chess,Chess.com,2018.12.22,-,300+5,07:22:27,White,d4,hidayowl2,India,877,957,Lost,Resignation,7,2
1032,Live Chess,Chess.com,2018.12.22,-,300+5,13:50:51,Black,e4,michele1773,Italy,872,1002,Lost,Checkmate,13,3
1033,Live Chess,Chess.com,2018.12.22,-,300+5,14:00:49,Black,d4,Dauren_K,Kazakhstan,866,969,Lost,Resignation,14,4
1034,Live Chess,Chess.com,2018.12.22,-,300+5,15:10:43,White,d4,javiergomezzamora,Venezuela,858,893,Lost,Checkmate,15,5
1035,Live Chess,Chess.com,2018.12.22,-,300+5,15:30:01,Black,e4,jairmeba,Colombia,866,869,Won,Time,15,6
1036,Live Chess,Chess.com,2018.12.22,-,300+5,15:46:45,Black,e4,Fregus76,Norway,859,901,Lost,Resignation,15,7
1037,Live Chess,Chess.com,2018.12.22,-,300+5,17:28:48,White,d4,Peschecherasensei,Italy,852,894,Lost,Resignation,17,8
1038,Live Chess,Chess.com,2018.12.22,-,300+5,17:35:05,White,d4,Vlavialle,France,845,907,Lost,Resignation,17,9
1039,Live Chess,Chess.com,2018.12.22,-,300+5,20:09:59,Black,e4,Weedead,Switzerland,838,901,Lost,Resignation,20,10
1040,Live Chess,Chess.com,2018.12.23,-,300+5,05:39:30,Black,e4,ambulars,Norway,831,901,Lost,Resignation,5,0
1041,Live Chess,Chess.com,2018.12.23,-,300+5,08:30:29,White,d4,tedhas,United States,824,881,Lost,Resignation,8,1
1042,Live Chess,Chess.com,2018.12.23,-,300+5,13:07:36,Black,d4,YahninMax,Uganda,832,824,Won,Resignation,13,2
1043,Live Chess,Chess.com,2018.12.24,-,300+5,07:22:05,Black,e4,bigdaddy73084,United States,824,834,Lost,Resignation,7,0
1044,Live Chess,Chess.com,2018.12.24,-,300+5,08:58:37,White,d4,KyodaiKokata,Japan,815,778,Lost,Resignation,8,1
1045,Live Chess,Chess.com,2018.12.24,-,300+5,09:36:11,White,d4,jjthenoob,United States,810,980,Lost,Resignation,9,2
1046,Live Chess,Chess.com,2018.12.24,-,300+5,15:29:13,Black,e4,chinzaeiei,Thailand,803,840,Lost,Resignation,15,3
1047,Live Chess,Chess.com,2018.12.24,-,300+5,20:49:42,Black,e4,mariofino,Italy,807,615,Won,Resignation,20,4
1048,Live Chess,Chess.com,2018.12.24,-,300+5,21:15:07,White,d4,SlowestBloom,Brazil,815,795,Won,Resignation,21,5
1049,Live Chess,Chess.com,2018.12.24,-,300+5,21:19:30,White,d4,maaaajid,Iran,824,840,Won,Checkmate,21,6
